,nodeID,nodeLabel,latitude,longitude,mode,year
0,0,Solanda,-78.53531718468722,-0.265865089088541,heavy_rail,2020.0
1,1,Quitumbe,-78.55506560731895,-0.29545251456156,heavy_rail,2020.0
2,2,El Recreo,-78.52230247330493,-0.254429221564166,heavy_rail,2020.0
3,3,San Francisco,-78.51432118767681,-0.220596954554594,heavy_rail,2020.0
4,4,La Magdalena,-78.52537139637211,-0.237975340187091,heavy_rail,2020.0
5,5,Valverde,-78.54875935125814,-0.280907920284889,heavy_rail,2020.0
6,6,Cardenal de la Torre,-78.53324394229973,-0.257117061473011,heavy_rail,2020.0
7,7,La Alameda,-78.50120193786117,-0.215144175762177,heavy_rail,2020.0
8,8,Universidad Central,-78.50042981243811,-0.198765895485963,heavy_rail,2020.0
9,9,El Ejido,-78.49701844758869,-0.209971786081244,heavy_rail,2020.0
10,10,Pradera,-78.49233131483626,-0.194112641565084,heavy_rail,2020.0
11,11,Iñaquito,-78.4838535363693,-0.176735625040607,heavy_rail,2020.0
12,12,La Carolina,-78.48545914779697,-0.190375536073409,heavy_rail,2020.0
13,13,Jipijapa,-78.48352085081625,-0.164291807398271,heavy_rail,2020.0
14,14,El Labrador,-78.48627165853274,-0.153608243133539,heavy_rail,2020.0
15,15,Solanda,-78.53531718468722,-0.265865089088541,None,2020.0
16,16,Quitumbe,-78.55506560731895,-0.29545251456156,None,2020.0
17,17,El Recreo,-78.52230247330493,-0.254429221564166,None,2020.0
18,18,San Francisco,-78.51432118767681,-0.220596954554594,None,2020.0
19,19,La Magdalena,-78.52537139637211,-0.237975340187091,None,2020.0
20,20,Valverde,-78.54875935125814,-0.280907920284889,None,2020.0
21,21,Cardenal de la Torre,-78.53324394229973,-0.257117061473011,None,2020.0
22,22,La Alameda,-78.50120193786117,-0.215144175762177,None,2020.0
23,23,Universidad Central,-78.50042981243811,-0.198765895485963,None,2020.0
24,24,El Ejido,-78.49701844758869,-0.209971786081244,None,2020.0
25,25,Pradera,-78.49233131483626,-0.194112641565084,None,2020.0
26,26,Iñaquito,-78.4838535363693,-0.176735625040607,None,2020.0
27,27,La Carolina,-78.48545914779697,-0.190375536073409,None,2020.0
28,28,Jipijapa,-78.48352085081625,-0.164291807398271,None,2020.0
29,29,El Labrador,-78.48627165853274,-0.153608243133539,None,2020.0
