,nodeID,nodeLabel,latitude,longitude,mode,year
0,0,Mogi das Cruzes,-46.19821506094877,-23.521615799035345,light_rail,2009.0
1,1,Luz,-46.6352722122231,-23.535048841882258,light_rail,2009.0
2,2,Paranapiacaba,-46.30306553802441,-23.778021771743568,light_rail,2009.0
3,3,Prefeito Celso Daniel - Santo André,-46.52821053730693,-23.651912857870656,light_rail,2009.0
4,4,Luz,-46.6352722122231,-23.53507117564567,light_rail,2009.0
5,5,Paranapiacaba,-46.30309165867121,-23.778043338911004,light_rail,1867.0
6,6,Luis Carlos,-46.05822420169895,-23.458944930677774,light_rail,1914.0
7,7,Guararema,-46.03208332290208,-23.41436227430401,light_rail,1876.0
8,8,Mooca,-46.608285530642206,-23.557916317771557,light_rail,1898.0
9,9,Hospedaria dos Imigrantes,-46.61362675233508,-23.54952182366989,light_rail,1888.0
10,10,Natura,-46.834579080217395,-23.40082532736284,light_rail,2008.0
11,11,Mineral,-46.77619742740464,-23.398809221125703,light_rail,1914.0
12,12,Ecologia,-46.78925690165369,-23.404261679288922,light_rail,1914.0
13,13,Santa Fé,-46.823114281279686,-23.401278750136854,light_rail,1914.0
14,14,Luz,-46.6353696527616,-23.53503767499916,light_rail,2009.0
15,15,Chucri Zaidan,-46.69522834705927,-23.613519175316014,heavy_rail,
16,16,Vereador José Diniz,-46.67912661518576,-23.62197078812691,heavy_rail,
17,17,Campo Belo,-46.68254602838327,-23.619079318582568,heavy_rail,999999.0
18,18,Brooklin Paulista,-46.67437394442,-23.629028055304044,heavy_rail,
19,19,Jardim Aeroporto,-46.6661565047934,-23.635401441680642,heavy_rail,
20,20,Congonhas,-46.6614510719854,-23.627463038951646,heavy_rail,
21,21,Vila Cordeiro,-46.68956941464003,-23.61517333967383,heavy_rail,999999.0
22,22,Morumbi,-46.70185984671739,-23.621667235662965,heavy_rail,
23,23,Sé,-46.6335330680371,-23.5505029193684,heavy_rail,1978.0
24,24,Santana,-46.624753694112854,-23.502573552517475,heavy_rail,1975.0
25,25,São Joaquim,-46.63870291798804,-23.56191289474195,heavy_rail,1975.0
26,26,Carandiru,-46.624937646121765,-23.5091484880747,heavy_rail,1975.0
27,27,Santa Cruz,-46.63664130440497,-23.598744999713375,heavy_rail,1974.0
28,28,Praça da Árvore,-46.637899749793995,-23.610534981112735,heavy_rail,1974.0
29,29,São Bento,-46.63353595211149,-23.54431658627263,heavy_rail,1975.0
30,30,Saúde,-46.639244881032084,-23.618597084084257,heavy_rail,1974.0
31,31,Tiradentes,-46.632185074594446,-23.530972090244106,heavy_rail,1975.0
32,32,Tucuruvi,-46.60331106237598,-23.48009888591524,heavy_rail,1998.0
33,33,Parada Inglesa,-46.608867423148524,-23.487031275007368,heavy_rail,1998.0
34,34,Armênia,-46.62932552092383,-23.52546338114705,heavy_rail,1975.0
35,35,Jardim São Paulo-Ayrton Senna,-46.61673333243314,-23.492329282047194,heavy_rail,1998.0
36,36,Portuguesa-Tietê,-46.62517143693378,-23.516249463998392,heavy_rail,1975.0
37,37,Vergueiro,-46.63989149248903,-23.56862771557769,heavy_rail,1975.0
38,38,São Judas,-46.640787578595194,-23.62561218769214,heavy_rail,1974.0
39,39,Liberdade,-46.63589112943504,-23.55535301484116,heavy_rail,1975.0
40,40,Jabaquara,-46.64117436574941,-23.646319228870894,heavy_rail,1974.0
41,41,Conceição,-46.64116845581148,-23.635312244315884,heavy_rail,1974.0
42,42,Vila Mariana,-46.6347314558281,-23.58949200942446,heavy_rail,1974.0
43,43,Ana Rosa,-46.63851172268508,-23.581234238329728,heavy_rail,1975.0
44,44,Paraíso,-46.640588790002845,-23.575438170046347,heavy_rail,1975.0
45,45,Luz,-46.63361760561622,-23.53629325877955,heavy_rail,1975.0
46,46,Bresser-Mooca,-46.60707327875886,-23.54638021631914,heavy_rail,1920.0
47,47,Sé,-46.6335330680371,-23.5505029193684,heavy_rail,1978.0
48,48,Brás,-46.61580856232851,-23.547843418876667,heavy_rail,1979.0
49,49,Pedro II,-46.62593562786438,-23.54968920030899,heavy_rail,1980.0
50,50,Belém,-46.589559841936364,-23.542924571435933,heavy_rail,1981.0
51,51,Anhangabaú,-46.63925225488754,-23.547833891129784,heavy_rail,1983.0
52,52,Santa Cecília,-46.64931872999148,-23.539100329752102,heavy_rail,1983.0
53,53,Marechal Deodoro,-46.655574636801646,-23.534094428000728,heavy_rail,1988.0
54,54,Guilhermina-Esperança,-46.51667690837294,-23.529382574337106,heavy_rail,1988.0
55,55,Corinthians-Itaquera,-46.47110284291796,-23.54207504739543,heavy_rail,1988.0
56,56,Artur Alvim,-46.484292784533125,-23.540376906252277,heavy_rail,1921.0
57,57,Patriarca,-46.5015463443485,-23.53113089426415,heavy_rail,1948.0
58,58,Vila Matilde,-46.53096618726005,-23.53191022975625,heavy_rail,1921.0
59,59,Penha,-46.54253275125767,-23.533585097638355,heavy_rail,1894.0
60,60,Carrão,-46.56441963267611,-23.537901162378468,heavy_rail,1934.0
61,61,Tatuapé,-46.576420969262486,-23.540315345459913,heavy_rail,1934.0
62,62,República,-46.64280020060226,-23.54441603058905,heavy_rail,1982.0
63,63,Palmeiras - Barra Funda,-46.66748782622654,-23.5255487673048,heavy_rail,1892.0
64,64,Pirituba,-46.726078918984086,-23.488397701184468,heavy_rail,1885.0
65,65,Piqueri,-46.71493862341114,-23.50249178056879,heavy_rail,1960.0
66,66,Franco da Rocha,-46.72628995147258,-23.32953205471911,heavy_rail,1888.0
67,67,Jaraguá,-46.73881781167523,-23.45511840093195,heavy_rail,1891.0
68,68,Lapa,-46.703812845231454,-23.517583400223614,heavy_rail,1899.0
69,69,Vila Clarice,-46.744668733621154,-23.469743448796464,heavy_rail,1955.0
70,70,Vila Aurora,-46.74702096545437,-23.438797661926102,heavy_rail,2013.0
71,71,Perus,-46.75350301164838,-23.405046133313235,heavy_rail,1867.0
72,72,Baltazar Fidélis,-46.7232426033336,-23.31009035374099,heavy_rail,1955.0
73,73,Caieiras,-46.751602583850115,-23.366160644551044,heavy_rail,1883.0
74,74,Francisco Morato,-46.74233882178919,-23.2837643685057,heavy_rail,1867.0
75,75,Luz,-46.63544203116189,-23.535188953951817,heavy_rail,1867.0
76,76,Água Branca,-46.68878543089164,-23.521335985604935,heavy_rail,1867.0
77,77,Botujuru,-46.7675788,-23.2359467,heavy_rail,1908.0
78,78,Várzea Paulista,-46.8291902,-23.20891,heavy_rail,1891.0
79,79,Campo Limpo Paulista,-46.7853705,-23.2067511,heavy_rail,1881.0
80,80,Palmeiras - Barra Funda,-46.66748782622654,-23.5255487673048,heavy_rail,1892.0
81,81,Jundiaí,-46.8724945,-23.1947789,heavy_rail,1867.0
82,82,Estudantes,-46.18477445350943,-23.515723662452867,heavy_rail,1976.0
83,83,Calmon Viana,-46.33288252769512,-23.525444751934113,heavy_rail,1926.0
84,84,Luz,-46.63544203116189,-23.535188953951817,heavy_rail,1867.0
85,85,Brás Cubas,-46.22500429033542,-23.536240603847222,heavy_rail,1914.0
86,86,Corinthians-Itaquera,-46.47110284291796,-23.54207504739543,heavy_rail,1988.0
87,87,Jundiapeba,-46.25808599613383,-23.542801577335027,heavy_rail,1914.0
88,88,Poá,-46.34333543866492,-23.525240375452768,heavy_rail,1875.0
89,89,Mogi das Cruzes,-46.19797434953672,-23.521873130310894,heavy_rail,1875.0
90,90,Dom Bosco,-46.448098682292795,-23.5418120628959,heavy_rail,2000.0
91,91,Ferraz de Vasconcelos,-46.368162318183664,-23.540857134039513,heavy_rail,1926.0
92,92,Antônio Gianetti Neto,-46.38366684946942,-23.554458972813194,heavy_rail,1998.0
93,93,José Bonifácio,-46.43129182562379,-23.539192039875076,heavy_rail,2000.0
94,94,Brás,-46.61631328953024,-23.545127164024137,heavy_rail,1875.0
95,95,Guaianazes,-46.4153525174635,-23.542371983578462,heavy_rail,1875.0
96,96,Tatuapé,-46.576420969262486,-23.540315345459913,heavy_rail,1934.0
97,97,Suzano,-46.30772988897518,-23.534175795134093,heavy_rail,1875.0
98,98,Palmeiras - Barra Funda,-46.66748782622654,-23.5255487673048,heavy_rail,1892.0
99,99,Vila Tolstói,-46.52862446451247,-23.59992463350473,heavy_rail,2018.0
100,100,Camilo Haddad,-46.53837349917456,-23.594749385139973,heavy_rail,2018.0
101,101,Sapopemba,-46.501242856983694,-23.61471560282203,heavy_rail,2019.0
102,102,São Lucas,-46.54492008282469,-23.588588216025457,heavy_rail,2018.0
103,103,Jardim Planalto,-46.50879563100836,-23.604980908921696,heavy_rail,2019.0
104,104,Vila União,-46.516533071572546,-23.602876163355802,heavy_rail,2018.0
105,105,Fazenda da Juta,-46.48702014258526,-23.611298104668855,heavy_rail,2019.0
106,106,Oratório,-46.56201313398145,-23.582193936505973,heavy_rail,2014.0
107,107,Vila Prudente,-46.58333730835142,-23.584640615163508,heavy_rail,2014.0
108,108,São Mateus,-46.475962929654386,-23.61179976173351,heavy_rail,2019.0
109,109,Jardim Colonial,-46.467616872630515,-23.598575080861863,heavy_rail,2021.0
110,110,Brasilândia,-46.69571260321363,-23.463504539553853,heavy_rail,
111,111,Perdizes,-46.674043188360706,-23.536520950885652,heavy_rail,
112,112,14 Bis,-46.64990180280574,-23.555682229204024,heavy_rail,
113,113,Angélica - Pacaembu,-46.65918091309643,-23.546606706165154,heavy_rail,
114,114,SESC - Pompeia,-46.68298881700345,-23.529357054918464,heavy_rail,
115,115,PUC - Cardoso de Almeida,-46.66480884211509,-23.54174220119442,heavy_rail,
116,116,Santa Marina,-46.69090686588192,-23.51528935069234,heavy_rail,
117,117,Freguesia do Ó,-46.69356382191521,-23.502237843635168,heavy_rail,
118,118,Bela Vista,-46.64338070088884,-23.56038075419242,heavy_rail,999999.0
119,119,São Joaquim,-46.63890486790115,-23.561722318399646,heavy_rail,
120,120,Higienópolis - Mackenzie,-46.6534132250558,-23.549674892623813,heavy_rail,
121,121,Água Branca,-46.68819096231931,-23.521105584720644,heavy_rail,
122,122,Itaberaba,-46.69146014591666,-23.483957001940286,heavy_rail,
123,123,Vila Cardoso,-46.695876191949836,-23.475328502011884,heavy_rail,999999.0
124,124,João Paulo I,-46.69066123851727,-23.492087474892383,heavy_rail,
125,125,Alto do Ipiranga,-46.61262063820962,-23.602353956349717,heavy_rail,2007.0
126,126,Chácara Klabin,-46.63002161941503,-23.592822801370588,heavy_rail,2006.0
127,127,Sumaré,-46.67812307914568,-23.550795426308312,heavy_rail,1998.0
128,128,Santos-Imigrantes,-46.62071943247335,-23.595908304954705,heavy_rail,2006.0
129,129,Vila Madalena,-46.69082953081936,-23.54664545107305,heavy_rail,1998.0
130,130,Sacomã,-46.60284785331583,-23.601503651879494,heavy_rail,2010.0
131,131,Consolação,-46.66060864035998,-23.55773051393598,heavy_rail,1991.0
132,132,Trianon-Masp,-46.65386765177115,-23.563605390834766,heavy_rail,1991.0
133,133,Brigadeiro,-46.64767459237561,-23.568645713211126,heavy_rail,1991.0
134,134,Clínicas,-46.67087870773193,-23.554030013664374,heavy_rail,1992.0
135,135,Ana Rosa,-46.63851172268508,-23.581234238329728,heavy_rail,1975.0
136,136,Paraíso,-46.640588790002845,-23.575438170046347,heavy_rail,1975.0
137,137,Vila Prudente,-46.58333730835142,-23.584640615163508,heavy_rail,2014.0
138,138,Tamanduateí,-46.58944086080495,-23.59274171756006,heavy_rail,2010.0
139,139,Oscar Freire,-46.67310705875113,-23.561017678710314,heavy_rail,2018.0
140,140,São Paulo - Morumbi,-46.72360779805522,-23.58664769300993,heavy_rail,2018.0
141,141,Higienópolis - Mackenzie,-46.653757935164435,-23.549832991472258,heavy_rail,2018.0
142,142,Faria Lima,-46.69365233594479,-23.56749764288233,heavy_rail,2010.0
143,143,Paulista,-46.662261955743645,-23.555296669145662,heavy_rail,2010.0
144,144,Luz,-46.63361760561622,-23.53629325877955,heavy_rail,1975.0
145,145,Butantã,-46.70812656977745,-23.572283310517946,heavy_rail,2011.0
146,146,Pinheiros,-46.70255294281106,-23.567564161035257,heavy_rail,1957.0
147,147,Fradique Coutinho,-46.68420907651597,-23.566166020830522,heavy_rail,2014.0
148,148,República,-46.64280020060226,-23.54441603058905,heavy_rail,1982.0
149,149,Vila Sônia,-46.73214412709321,-23.59212943258745,heavy_rail,2021.0
150,150,Alto da Boa Vista,-46.69960028510899,-23.641684286737053,heavy_rail,2017.0
151,151,Borba Gato,-46.69223171617733,-23.632662744058877,heavy_rail,2017.0
152,152,Campo Belo,-46.68254602838327,-23.619079318582568,heavy_rail,999999.0
153,153,Brooklin,-46.687914742475044,-23.626413940679203,heavy_rail,2017.0
154,154,Eucaliptos,-46.66850352829167,-23.61022947777661,heavy_rail,2018.0
155,155,AACD - Servidor,-46.65209260574256,-23.597747700239495,heavy_rail,2018.0
156,156,Chácara Klabin,-46.63002161941503,-23.592822801370588,heavy_rail,2006.0
157,157,Santa Cruz,-46.63664130440497,-23.598744999713375,heavy_rail,1974.0
158,158,Campo Limpo,-46.75902059928845,-23.64904049993254,heavy_rail,2002.0
159,159,Santo Amaro,-46.719735332828805,-23.655498804069296,heavy_rail,2002.0
160,160,Vila das Belezas,-46.74597248174939,-23.640210072607005,heavy_rail,2002.0
161,161,Giovanni Gronchi,-46.734072303238605,-23.643961301384266,heavy_rail,2002.0
162,162,Adolfo Pinheiro,-46.704023219122064,-23.649978890792767,heavy_rail,2014.0
163,163,Capão Redondo,-46.76790538334447,-23.65899950864302,heavy_rail,2002.0
164,164,Largo Treze,-46.707844197634216,-23.653976131808065,heavy_rail,2002.0
165,165,Moema,-46.66179657806097,-23.603606495120037,heavy_rail,2018.0
166,166,Hospital São Paulo,-46.64560583914785,-23.598213236812466,heavy_rail,2018.0
167,167,Tamanduateí,-46.58944086080495,-23.59274171756006,heavy_rail,2010.0
168,168,São Caetano,-46.57002317509455,-23.610100660988508,heavy_rail,1883.0
169,169,Ipiranga,-46.59655228659048,-23.58248152432111,heavy_rail,1886.0
170,170,Rio Grande da Serra,-46.391357781088345,-23.744047502540568,heavy_rail,1867.0
171,171,Ribeirão Pires,-46.41451143834129,-23.71399120950001,heavy_rail,1885.0
172,172,Guapituba,-46.448953298765275,-23.691849847295018,heavy_rail,1907.0
173,173,Mauá,-46.4613315922401,-23.66820390890956,heavy_rail,1883.0
174,174,Capuava,-46.48991489343629,-23.65837515464449,heavy_rail,1920.0
175,175,Prefeito Celso Daniel - Santo André,-46.528628645397276,-23.652039172723065,heavy_rail,1867.0
176,176,Prefeito Saladino,-46.53714737693113,-23.637752501072782,heavy_rail,1952.0
177,177,Utinga,-46.5440739425479,-23.626166104633484,heavy_rail,1933.0
178,178,Brás,-46.61631328953024,-23.545127164024137,heavy_rail,1875.0
179,179,Juventus - Mooca,-46.608365053638096,-23.55795083458403,heavy_rail,1898.0
180,180,Engenheiro Manoel Feio,-46.36821833020002,-23.479311013736236,heavy_rail,1926.0
181,181,Jardim Helena - Vila Mara,-46.42165970991664,-23.492698194285964,heavy_rail,2008.0
182,182,Calmon Viana,-46.33288252769512,-23.525444751934113,heavy_rail,1926.0
183,183,Aracaré,-46.33916829928421,-23.500077009890973,heavy_rail,1950.0
184,184,Itaquaquecetuba,-46.347947944530944,-23.48606238971537,heavy_rail,1926.0
185,185,Jardim Romano,-46.38575342863311,-23.48502850151793,heavy_rail,2008.0
186,186,Itaim Paulista,-46.40229373804331,-23.493951942852505,heavy_rail,1926.0
187,187,USP Leste,-46.500820341707794,-23.485491322210237,heavy_rail,2008.0
188,188,São Miguel Paulista,-46.443643159882896,-23.490550687965708,heavy_rail,1926.0
189,189,Brás,-46.61631328953024,-23.545127164024137,heavy_rail,1875.0
190,190,Tatuapé,-46.576420969262486,-23.540315345459913,heavy_rail,1934.0
191,191,Suzano,-46.30772988897518,-23.534175795134093,heavy_rail,1875.0
192,192,Comendador Ermelino,-46.48228882849011,-23.485144177981084,heavy_rail,1926.0
193,193,Engenheiro Goulart,-46.52021820315073,-23.498130492349674,heavy_rail,1926.0
194,194,Aeroporto,-46.49280780746585,-23.43264009330437,heavy_rail,2018.0
195,195,Engenheiro Goulart,-46.52047416408897,-23.497749508052564,heavy_rail,2017.0
196,196,Guarulhos - CECAP,-46.49221168478465,-23.447472819766844,heavy_rail,2018.0
197,197,Itapevi,-46.93536682639751,-23.545712466423083,heavy_rail,1875.0
198,198,Osasco,-46.77589381475064,-23.52777996371288,heavy_rail,1892.0
199,199,Santa Terezinha ,-46.84795377602728,-23.516552481381282,heavy_rail,1940.0
200,200,Imperatriz Leopoldina,-46.73797444857507,-23.52407629620528,heavy_rail,1931.0
201,201,Lapa,-46.699109049314984,-23.520026122738997,heavy_rail,1958.0
202,202,Comandante Sampaio,-46.79571702893142,-23.52567180245424,heavy_rail,1946.0
203,203,General Miguel Costa,-46.81586776774785,-23.523505065643604,heavy_rail,1951.0
204,204,Carapicuíba,-46.83530697077535,-23.51857866629169,heavy_rail,1921.0
205,205,Jardim Silveira,-46.893538528126214,-23.52345704277006,heavy_rail,1951.0
206,206,Antônio João,-46.85866481097611,-23.51689901542369,heavy_rail,1941.0
207,207,Júlio Prestes,-46.64081099179168,-23.532795427231576,heavy_rail,1938.0
208,208,Jardim Belval,-46.88930807198207,-23.514209024221813,heavy_rail,1966.0
209,209,Jandira,-46.902207326951924,-23.527619094782523,heavy_rail,1925.0
210,210,Sagrado Coração,-46.91754445980075,-23.52926709872328,heavy_rail,1955.0
211,211,Engenheiro Cardoso,-46.92887023991335,-23.53525921270389,heavy_rail,1951.0
212,212,Santa Rita,-46.95325953953517,-23.544166925872318,heavy_rail,1975.0
213,213,Amador Bueno,-46.98380712516513,-23.53058872291207,heavy_rail,1922.0
214,214,Quitaúna,-46.80713301073001,-23.52276132077054,heavy_rail,1929.0
215,215,Barueri,-46.87485947206616,-23.512595146699198,heavy_rail,1875.0
216,216,Domingos de Moraes,-46.721620950803185,-23.518856233104202,heavy_rail,1920.0
217,217,Presidente Altino,-46.7619304282308,-23.5312735228912,heavy_rail,1919.0
218,218,Palmeiras - Barra Funda,-46.66748782622654,-23.5255487673048,heavy_rail,1892.0
219,219,Varginha,-46.71478793082258,-23.766617267390032,heavy_rail,
220,220,Mendes,-46.7067964380596,-23.74859304771327,heavy_rail,
