,nodeID,nodeLabel,latitude,longitude,mode,year
0,0,"
El Valle  ",-66.90555491722425,10.467596837326099,default,0.0
1,1,,-66.9264276086125,10.439926786115365,default,0.0
2,2,,-66.93650063584164,10.433132518685142,default,0.0
3,3,,-66.92376388054502,10.447834384105107,default,0.0
4,4,"La Bandera

",-66.90098583372239,10.479064640342486,default,0.0
5,5,,-66.88232734944417,10.495965208032743,default,0.0
6,6,,-66.88917895680457,10.487893012155595,default,0.0
7,7,,-66.8957404751044,10.483489383489598,default,0.0
8,8,"Los Jardínes

",-66.9181845507373,10.45742081291705,default,0.0
9,9,"
El Valle  ",-66.90555491722425,10.467596837326099,None,0.0
10,10,,-66.9264276086125,10.439926786115365,None,0.0
11,11,,-66.93650063584164,10.433132518685142,None,0.0
12,12,,-66.92376388054502,10.447834384105107,None,0.0
13,13,"La Bandera

",-66.90098583372239,10.479064640342486,None,0.0
14,14,,-66.88232734944417,10.495965208032743,None,0.0
15,15,,-66.88917895680457,10.487893012155595,None,0.0
16,16,,-66.8957404751044,10.483489383489598,None,0.0
17,17,"Los Jardínes

",-66.9181845507373,10.45742081291705,None,0.0
