node_from,node_to,weight
52,159,1
52,505,1
52,154,1
159,189,1
159,1474,1
159,2252,1
1566,1578,1
1566,705,1
1566,824,1
1566,2135,1
1578,1152,1
1578,1941,1
1578,3857,1
1108,1746,1
1108,1048,1
1108,1636,1
1746,1204,1
1746,153,1
402,1849,1
402,1939,1
402,46,1
1849,1346,1
1849,109,1
13,991,1
13,518,1
13,517,1
13,3287,1
991,1625,1
991,1304,1
341,707,1
341,1666,1
341,439,1
707,1014,1
707,804,1
707,2704,1
983,1980,1
983,1343,1
983,1435,1
1980,1827,1
1980,640,1
1323,1936,1
1323,651,1
1323,1371,1
1936,861,1
1936,1729,1
1627,1673,1
1627,1734,1
1627,738,1
1673,1671,1
1673,1414,1
1673,2664,1
817,1310,1
817,21,1
817,906,1
1310,1752,1
1310,1098,1
1294,1384,1
1294,1433,1
1294,207,1
1384,1978,1
1384,831,1
73,1121,1
73,1764,1
73,953,1
1121,615,1
1121,1945,1
271,1780,1
271,1704,1
271,1216,1
1780,1470,1
1780,997,1
410,806,1
410,422,1
410,648,1
410,2289,1
806,439,1
806,1847,1
56,1477,1
56,1402,1
56,224,1
56,3470,1
1477,1646,1
1477,516,1
1041,1841,1
1041,26,1
1041,1497,1
1841,264,1
1841,117,1
357,1325,1
357,1392,1
357,1153,1
357,3242,1
1325,537,1
1325,1593,1
1325,3049,1
662,1027,1
662,1772,1
662,1222,1
1027,958,1
1027,1364,1
469,483,1
469,976,1
469,1538,1
483,218,1
483,1601,1
483,2857,1
237,1000,1
237,825,1
237,777,1
237,2207,1
1000,1533,1
1000,446,1
206,1650,1
206,429,1
206,939,1
1650,794,1
1650,919,1
210,1800,1
210,919,1
210,1837,1
1800,811,1
1800,185,1
23,482,1
23,948,1
23,614,1
23,3496,1
482,853,1
482,158,1
744,1999,1
744,1332,1
744,1422,1
744,2900,1
1999,1053,1
1999,441,1
349,1735,1
349,1839,1
349,1762,1
1735,1281,1
1735,920,1
1735,2014,1
229,358,1
229,1428,1
229,45,1
229,2693,1
358,1103,1
358,114,1
322,1718,1
322,1033,1
322,947,1
1718,569,1
1718,902,1
1313,1518,1
1313,1940,1
1313,1246,1
1518,72,1
1518,1185,1
1518,2518,1
1467,1576,1
1467,1466,1
1467,1859,1
1467,2512,1
1576,1772,1
1576,646,1
1732,1996,1
1732,119,1
1732,613,1
1996,131,1
1996,1752,1
502,1010,1
502,1047,1
502,1766,1
1010,1374,1
1010,1753,1
1010,3041,1
1178,1330,1
1178,665,1
1178,44,1
1330,300,1
1330,32,1
304,1440,1
304,1157,1
304,597,1
1440,429,1
1440,168,1
1548,1766,1
1548,216,1
1548,1425,1
1766,1360,1
927,1568,1
927,406,1
927,533,1
1568,1117,1
1568,1792,1
248,456,1
248,413,1
248,942,1
456,64,1
456,783,1
456,3204,1
444,1334,1
444,55,1
444,1994,1
1334,95,1
1334,990,1
346,1702,1
346,1308,1
346,230,1
346,3539,1
1702,1659,1
1702,1397,1
905,1400,1
905,1205,1
905,267,1
1400,1163,1
1400,1782,1
1096,1376,1
1096,1445,1
1096,427,1
1376,764,1
1376,277,1
701,1341,1
701,1159,1
701,939,1
1341,1308,1
1341,1454,1
580,1231,1
580,3,1
580,1805,1
1231,1986,1
1231,1453,1
172,1485,1
172,1102,1
172,1707,1
1485,1680,1
1485,1647,1
565,1825,1
565,32,1
565,1525,1
1825,1304,1
1825,964,1
673,1687,1
673,1895,1
673,784,1
673,3234,1
1687,518,1
1687,555,1
1687,2258,1
1238,1316,1
1238,661,1
1238,1117,1
1316,1501,1
1316,1220,1
1316,3199,1
1784,1898,1
1784,323,1
1784,1408,1
1898,1328,1
1898,1147,1
1501,1771,1
1501,1567,1
1501,3856,1
1181,1456,1
1181,407,1
1181,1221,1
1456,1967,1
1456,148,1
529,1908,1
529,491,1
529,1023,1
529,3323,1
1908,1804,1
1908,464,1
1908,3316,1
595,1624,1
595,1802,1
595,1995,1
1624,408,1
1624,1967,1
1624,2080,1
419,724,1
419,883,1
419,675,1
419,2550,1
724,534,1
724,1122,1
637,1212,1
637,1889,1
637,687,1
1212,359,1
1212,1504,1
1317,1874,1
1317,1645,1
1317,389,1
1874,1061,1
1874,503,1
1874,3392,1
509,1292,1
509,1507,1
509,1324,1
1292,1782,1
1292,301,1
1539,1658,1
1539,1504,1
1539,362,1
1539,2827,1
1658,1526,1
1658,761,1
977,1546,1
977,1912,1
977,1598,1
1546,1383,1
1546,1701,1
18,1957,1
18,16,1
18,1787,1
18,3625,1
1957,1791,1
1957,1187,1
1957,3610,1
329,1590,1
329,1403,1
329,428,1
1590,519,1
1590,116,1
108,310,1
108,1768,1
108,1931,1
108,3037,1
310,1509,1
310,1610,1
954,1678,1
954,755,1
954,568,1
1678,950,1
1678,464,1
1678,3780,1
588,1441,1
588,674,1
588,1170,1
588,2047,1
1441,1421,1
1441,226,1
822,1379,1
822,228,1
822,309,1
1379,870,1
1379,611,1
489,1090,1
489,940,1
489,1074,1
489,2282,1
1090,1641,1
1090,1730,1
1415,1893,1
1415,1446,1
1415,363,1
1415,2466,1
1893,1065,1
1893,853,1
759,1588,1
759,1434,1
759,1285,1
1588,581,1
1588,512,1
1488,1877,1
1488,1519,1
1488,476,1
1488,3415,1
1877,1950,1
1877,624,1
582,1626,1
582,1878,1
582,1118,1
1626,438,1
1626,1509,1
652,824,1
652,604,1
652,1270,1
652,2438,1
824,1049,1
1169,1688,1
1169,504,1
1169,750,1
1688,518,1
1688,1897,1
481,1085,1
481,1001,1
481,1124,1
481,3194,1
1085,825,1
1085,1696,1
672,1556,1
672,53,1
672,1852,1
1556,1499,1
1556,99,1
1556,3981,1
1289,1524,1
1289,1207,1
1289,363,1
1524,922,1
1524,1637,1
1374,1748,1
1374,892,1
1374,2335,1
1748,88,1
1748,122,1
1748,2940,1
937,1710,1
937,157,1
937,1697,1
937,3446,1
1710,1965,1
1710,1460,1
930,1442,1
930,1713,1
930,101,1
1442,1444,1
1442,1021,1
1442,3785,1
471,1831,1
471,1430,1
471,628,1
1831,1179,1
1831,47,1
1314,1962,1
1314,762,1
1314,1209,1
1962,887,1
1962,1669,1
497,657,1
497,1158,1
497,1249,1
497,3285,1
657,961,1
657,139,1
1080,1795,1
1080,1875,1
1080,1978,1
1795,118,1
1795,1496,1
180,950,1
180,1366,1
180,453,1
950,882,1
735,1123,1
735,792,1
735,1937,1
1123,1834,1
1123,1389,1
586,1143,1
586,1208,1
586,1823,1
586,2419,1
1143,924,1
1143,472,1
925,1741,1
925,239,1
925,1637,1
1741,1559,1
1741,1882,1
888,1036,1
888,1003,1
888,136,1
1036,1888,1
1036,1452,1
1060,1148,1
1060,1890,1
1060,1954,1
1148,1105,1
1148,36,1
1148,3095,1
311,386,1
311,721,1
311,433,1
386,1020,1
386,1385,1
300,1805,1
300,93,1
300,3331,1
1805,1705,1
1255,1503,1
1255,780,1
1255,689,1
1255,3297,1
1503,1703,1
1503,540,1
1,1392,1
1,1729,1
1,53,1
1392,187,1
47,1359,1
47,1815,1
47,3822,1
1359,769,1
1359,1733,1
131,873,1
131,769,1
291,1985,1
291,654,1
291,1572,1
1985,126,1
1985,383,1
1985,2496,1
494,1670,1
494,799,1
494,199,1
1670,1056,1
1670,382,1
361,1555,1
361,981,1
361,1023,1
1555,391,1
1555,1239,1
1555,3142,1
1099,1484,1
1099,35,1
1099,1332,1
1099,2462,1
1484,451,1
1484,65,1
774,1724,1
774,1934,1
774,1628,1
1724,376,1
1724,714,1
235,921,1
235,591,1
235,1973,1
921,43,1
921,1202,1
810,1009,1
810,388,1
810,980,1
1009,1449,1
1009,1502,1
488,958,1
488,1711,1
488,766,1
488,3685,1
958,1215,1
796,1977,1
796,1378,1
796,434,1
796,3855,1
1977,1199,1
1977,383,1
1796,1863,1
1796,1084,1
1796,1422,1
1863,1700,1
1863,1106,1
1180,1594,1
1180,250,1
1180,1382,1
1594,922,1
1594,174,1
623,1411,1
623,1918,1
623,973,1
1411,1723,1
1411,1389,1
1411,3135,1
670,1114,1
670,1244,1
670,260,1
1114,1783,1
1114,1173,1
1478,1782,1
1478,1984,1
1478,840,1
705,1071,1
705,1339,1
705,2819,1
820,1287,1
820,851,1
820,865,1
820,2808,1
1287,1358,1
1287,392,1
388,1630,1
388,129,1
1630,1249,1
1630,140,1
434,1517,1
434,38,1
1517,844,1
1517,542,1
1077,1474,1
1077,1430,1
1077,761,1
1474,1703,1
57,1530,1
57,1807,1
57,272,1
1530,1372,1
1530,557,1
1102,993,1
1102,1990,1
391,268,1
391,297,1
84,1404,1
84,1914,1
84,1884,1
84,2018,1
1404,1337,1
1404,1823,1
1491,1757,1
1491,725,1
1491,1005,1
1757,226,1
1757,928,1
1161,1473,1
1161,1894,1
1161,1903,1
1473,1715,1
1473,918,1
492,1049,1
492,678,1
492,535,1
1049,338,1
1049,2599,1
1367,1541,1
1367,613,1
1367,869,1
1367,2249,1
1541,1860,1
1541,1855,1
1541,2007,1
100,1348,1
100,490,1
100,914,1
1348,1788,1
1348,602,1
333,1321,1
333,325,1
333,1291,1
1321,1236,1
1321,1070,1
1299,1672,1
1299,1912,1
1299,686,1
1672,1634,1
1672,1790,1
1672,3551,1
378,1472,1
378,593,1
378,1462,1
378,3653,1
1472,249,1
1472,1956,1
1324,1616,1
1324,738,1
1616,747,1
1616,1158,1
442,819,1
442,405,1
442,1973,1
819,1217,1
819,1498,1
350,1230,1
350,376,1
350,863,1
1230,136,1
1230,476,1
371,1024,1
371,29,1
371,1120,1
1024,115,1
1024,1632,1
859,1107,1
859,90,1
859,1124,1
1107,343,1
1107,1604,1
1284,1808,1
1284,800,1
1284,1398,1
1808,627,1
1808,653,1
1808,3036,1
113,1174,1
113,385,1
113,1855,1
113,2410,1
1174,594,1
1174,782,1
1223,1798,1
1223,1527,1
1223,854,1
1223,3064,1
1798,468,1
1798,1713,1
1709,1951,1
1709,1674,1
1709,1058,1
1951,465,1
1951,423,1
1703,1242,1
634,1254,1
634,109,1
634,1770,1
1254,1220,1
1254,922,1
233,830,1
233,404,1
233,727,1
233,2779,1
830,1343,1
830,837,1
830,3258,1
1176,1228,1
1176,462,1
1176,178,1
1228,751,1
1228,1534,1
1228,3440,1
1434,1489,1
1434,723,1
1536,1620,1
1536,1256,1
1536,1607,1
1620,1695,1
1620,576,1
771,1408,1
771,1469,1
771,194,1
1408,1902,1
473,1336,1
473,904,1
473,1580,1
473,2626,1
1336,823,1
1336,1275,1
1070,1326,1
1070,30,1
1070,2892,1
1326,1519,1
1326,1677,1
1651,1866,1
1651,1810,1
1651,1759,1
1866,1134,1
1866,1802,1
1251,1487,1
1251,1557,1
1251,1448,1
1251,2016,1
1487,1979,1
1487,1928,1
1918,622,1
1918,432,1
1014,356,1
1014,511,1
1014,2574,1
77,847,1
77,1522,1
77,527,1
847,171,1
847,1903,1
417,1032,1
417,261,1
417,1242,1
417,2736,1
1032,1226,1
1032,645,1
1032,3136,1
105,537,1
105,120,1
105,1868,1
105,2983,1
537,680,1
537,3052,1
1203,1712,1
1203,1990,1
1203,387,1
1203,2084,1
1712,139,1
1712,1139,1
45,1160,1
45,1195,1
45,3583,1
1160,802,1
1160,1498,1
1783,722,1
1783,755,1
1783,2396,1
1593,1717,1
1593,62,1
1593,3164,1
1717,337,1
1717,1002,1
1717,2565,1
50,1769,1
50,25,1
50,708,1
50,3904,1
1769,1667,1
1769,898,1
1111,1714,1
1111,1360,1
1111,1261,1
1111,3626,1
1714,1140,1
1714,1654,1
264,68,1
264,704,1
264,2178,1
962,1734,1
962,861,1
962,107,1
1734,1652,1
1038,1235,1
1038,731,1
1038,751,1
1235,712,1
1235,1362,1
1264,1398,1
1264,1236,1
1264,1034,1
1264,2826,1
1398,123,1
1267,1961,1
1267,882,1
1267,1508,1
1961,1607,1
1961,1945,1
1961,3548,1
126,1907,1
126,257,1
1907,1958,1
1907,1300,1
1907,2579,1
245,287,1
245,746,1
245,805,1
287,530,1
287,1723,1
287,3354,1
1730,1871,1
1730,1451,1
1871,353,1
1871,1554,1
523,1543,1
523,725,1
523,190,1
1543,1483,1
1543,940,1
1543,3591,1
255,862,1
255,1431,1
255,1619,1
255,2950,1
862,601,1
862,1887,1
862,2360,1
294,1082,1
294,799,1
294,1862,1
294,2568,1
1082,903,1
1082,316,1
147,1966,1
147,675,1
147,959,1
1966,486,1
1966,1940,1
923,1370,1
923,1329,1
923,1117,1
923,2471,1
1370,1502,1
1370,183,1
1370,2103,1
321,956,1
321,1351,1
321,726,1
956,145,1
956,1413,1
956,2969,1
420,1078,1
420,934,1
420,246,1
1078,387,1
1078,81,1
904,692,1
904,1577,1
904,3590,1
1103,1279,1
1103,625,1
738,631,1
738,2978,1
1003,734,1
1003,1931,1
1240,1720,1
1240,1054,1
1240,12,1
1720,1054,1
1720,1665,1
794,996,1
794,137,1
794,2548,1
996,477,1
996,1026,1
42,1886,1
42,1184,1
42,192,1
1886,507,1
1886,508,1
1056,1086,1
1056,252,1
85,270,1
85,548,1
85,1909,1
85,3596,1
270,629,1
270,864,1
29,1458,1
29,896,1
29,3015,1
1458,1525,1
1458,22,1
263,313,1
263,1273,1
263,463,1
313,88,1
313,809,1
313,3636,1
934,197,1
934,1162,1
298,1991,1
298,1079,1
298,1946,1
298,3507,1
1991,807,1
1991,936,1
413,111,1
413,1245,1
268,499,1
268,1778,1
