A,S,G,T,B,I_g,S_local,S_inf
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
2,2,6,2,True,A,2,0
4,4,12,3,True,B,4,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
5,5,15,4,True,B,5,0
2,2,6,2,False,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,False,B,2,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
3,3,9,3,True,B,3,0
3,3,9,3,False,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,False,B,2,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
2,2,6,2,True,A,2,0
5,5,15,4,True,B,5,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
4,4,12,4,False,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
5,5,15,4,True,A,5,0
1,1,3,1,True,A,1,0
8,8,24,4,False,A,8,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
5,5,15,5,True,B,5,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
2,2,6,2,True,A,2,0
5,5,15,5,True,B,5,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
3,3,9,2,False,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
11,11,33,6,True,B,11,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
6,7,21,4,True,A,7,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
2,2,6,2,False,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
7,7,21,5,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
5,5,17,4,True,A,3,2
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
5,5,15,4,True,B,5,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
4,4,12,3,True,A,4,0
2,2,6,2,True,B,2,0
4,4,12,4,True,A,4,0
2,2,6,2,True,B,2,0
4,4,12,4,True,A,4,0
2,2,6,2,True,A,2,0
4,4,12,4,True,B,4,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
8,8,24,8,True,B,8,0
2,2,6,2,True,B,2,0
5,5,15,3,True,A,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
7,7,21,6,True,B,7,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
2,2,6,2,True,A,2,0
4,4,12,4,True,A,4,0
1,1,3,1,False,A,1,0
2,2,6,2,True,B,2,0
5,5,15,4,True,A,5,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
8,8,24,6,True,B,8,0
2,2,6,2,True,B,2,0
8,8,24,6,False,B,8,0
2,2,6,2,True,A,2,0
3,3,9,2,True,A,3,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
4,4,12,4,True,B,4,0
5,5,15,4,True,A,5,0
3,3,9,2,False,B,3,0
3,3,9,3,True,B,3,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
12,12,36,7,False,B,12,0
1,1,3,1,False,A,1,0
1,1,3,1,False,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
3,3,9,3,False,B,3,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
12,12,36,10,True,B,12,0
4,4,12,4,True,A,4,0
1,1,3,1,True,B,1,0
9,9,27,7,True,A,9,0
3,3,9,3,True,A,3,0
6,6,18,4,True,A,6,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
3,3,9,2,True,A,3,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
10,10,30,8,False,B,10,0
2,2,6,2,True,B,2,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
18,18,54,11,False,A,18,0
2,2,6,2,True,B,2,0
6,6,18,5,True,B,6,0
3,3,9,3,True,A,3,0
8,8,24,6,True,B,8,0
8,8,24,5,False,A,8,0
4,4,12,3,True,B,4,0
3,3,9,3,False,B,3,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
5,5,15,3,True,B,5,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
11,11,33,9,True,B,11,0
1,1,3,1,False,A,1,0
5,5,15,4,True,B,5,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
5,5,15,4,True,A,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
3,3,9,3,False,B,3,0
2,2,6,2,True,B,2,0
4,4,12,3,True,A,4,0
7,7,21,7,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,False,B,1,0
3,3,9,2,True,B,3,0
5,5,15,5,True,B,5,0
12,12,36,6,False,A,12,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
5,5,15,4,True,B,5,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
10,10,30,7,True,B,10,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
4,4,12,3,True,B,4,0
13,13,39,13,True,B,13,0
2,2,6,2,True,A,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
5,5,15,3,True,A,5,0
16,19,57,6,True,A,19,0
6,6,18,4,True,A,6,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
6,6,18,5,True,B,6,0
23,23,69,12,True,A,23,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
3,3,9,3,False,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
5,5,15,4,True,A,5,0
9,9,27,7,True,B,9,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
4,4,12,4,True,A,4,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
5,5,15,3,True,A,5,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
11,11,33,6,True,A,11,0
8,8,24,5,True,B,8,0
4,4,12,4,True,A,4,0
4,4,12,3,True,B,4,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
2,2,6,2,False,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
5,5,15,5,True,B,5,0
11,11,33,7,False,A,11,0
9,9,27,6,True,A,9,0
6,6,18,5,True,A,6,0
4,4,12,3,True,B,4,0
13,13,39,8,False,A,13,0
1,1,3,1,False,A,1,0
4,4,12,3,True,A,4,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
5,5,15,4,True,A,5,0
3,3,9,2,True,B,3,0
4,4,12,3,True,A,4,0
2,2,6,2,True,B,2,0
5,5,15,5,True,A,5,0
21,21,63,10,True,B,21,0
1,1,3,1,True,A,1,0
6,6,18,4,True,A,6,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
19,19,57,10,False,B,19,0
2,2,6,2,True,B,2,0
2,2,6,2,False,A,2,0
2,2,6,2,False,A,2,0
2,2,6,2,False,A,2,0
1,1,3,1,False,B,1,0
1,1,3,1,True,A,1,0
10,10,30,6,True,B,10,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
9,9,27,6,True,A,9,0
2,2,6,2,True,A,2,0
15,15,45,10,True,A,15,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
11,11,33,6,True,B,11,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
11,11,34,9,True,A,11,0
12,12,36,10,True,A,12,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
4,4,12,3,True,B,4,0
3,3,9,2,True,B,3,0
6,6,18,4,True,B,6,0
2,2,6,2,True,B,2,0
4,4,12,3,True,A,4,0
4,4,12,4,True,B,4,0
6,6,18,5,False,A,6,0
6,7,21,4,False,B,7,0
4,4,12,4,True,B,4,0
4,4,12,4,True,A,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,False,A,2,0
6,6,18,6,True,A,6,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
5,5,15,4,True,A,5,0
5,5,15,4,True,A,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
6,6,18,6,True,A,6,0
3,3,9,2,True,B,3,0
12,12,36,11,False,A,12,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,False,B,2,0
5,5,15,5,True,B,5,0
7,7,21,6,True,A,7,0
5,5,15,4,True,B,5,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
10,10,30,10,True,B,10,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
9,10,30,6,False,B,10,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
8,8,24,6,True,B,8,0
7,7,21,6,False,B,7,0
2,2,6,2,False,B,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
5,5,15,3,False,B,5,0
9,9,27,7,True,A,9,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,3,True,B,4,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
10,10,30,8,False,B,10,0
3,3,9,3,True,A,3,0
31,35,105,11,False,A,35,0
4,4,12,3,True,A,4,0
4,4,12,3,True,A,4,0
2,2,6,2,True,A,2,0
7,7,21,5,True,B,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
6,6,18,5,True,B,6,0
1,1,3,1,False,B,1,0
4,4,12,3,True,B,4,0
6,6,18,5,True,A,6,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
7,7,21,7,False,B,7,0
9,9,27,6,True,B,9,0
3,3,9,2,True,B,3,0
6,6,18,4,False,A,6,0
3,3,9,3,True,A,3,0
26,26,78,17,False,A,26,0
4,4,12,3,True,B,4,0
7,7,21,5,True,B,7,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,False,B,2,0
1,1,3,1,True,A,1,0
5,5,15,4,True,A,5,0
8,8,24,7,True,A,8,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
5,5,15,3,True,A,5,0
8,8,24,6,True,A,8,0
3,3,9,3,True,B,3,0
6,6,18,6,True,B,6,0
4,4,12,3,False,B,4,0
2,2,6,2,False,B,2,0
2,2,6,2,False,A,2,0
8,8,24,5,True,A,8,0
3,3,9,3,True,B,3,0
3,3,9,3,True,B,3,0
6,6,18,5,True,A,6,0
4,4,12,3,True,A,4,0
8,8,24,5,True,B,8,0
13,13,39,9,True,B,13,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
11,11,33,8,True,A,11,0
3,3,9,3,True,B,3,0
27,27,81,14,True,B,27,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
4,4,12,3,True,A,4,0
12,12,36,9,True,A,12,0
10,10,30,5,False,B,10,0
25,26,78,12,True,B,26,0
1,1,3,1,True,B,1,0
12,12,36,7,True,A,12,0
10,10,30,6,True,A,10,0
5,6,18,3,True,B,6,0
5,5,15,5,True,A,5,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
4,4,12,4,False,B,4,0
6,6,18,4,True,A,6,0
2,2,6,2,True,A,2,0
3,3,9,3,False,B,3,0
2,2,6,2,True,B,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
33,33,99,14,True,A,33,0
15,15,45,12,True,B,15,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
14,16,48,7,True,A,16,0
3,3,9,2,True,B,3,0
7,7,21,5,True,B,7,0
1,1,3,1,True,B,1,0
2,2,6,2,False,A,2,0
3,3,9,3,True,B,3,0
3,3,9,3,True,A,3,0
5,5,15,3,True,B,5,0
4,4,12,3,True,B,4,0
7,8,24,5,True,B,8,0
13,14,42,9,True,A,14,0
7,7,21,4,True,B,7,0
4,4,12,4,True,A,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
4,4,12,3,True,A,4,0
6,6,18,4,True,B,6,0
3,3,9,3,True,A,3,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
6,6,18,3,True,A,6,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
4,4,12,3,False,B,4,0
3,3,9,3,True,A,3,0
4,4,12,3,True,B,4,0
6,6,18,4,False,B,6,0
1,1,3,1,True,B,1,0
9,9,27,7,True,A,9,0
