A,S,G,T,B,I_g,S_local,S_inf
2,2,6,2,False,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
5,5,15,5,True,B,5,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
5,5,15,5,True,A,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,A,4,0
1,1,3,1,True,B,1,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,False,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
6,6,18,6,True,B,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
4,4,12,4,True,A,4,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
7,7,21,6,True,B,7,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
4,4,12,3,True,B,4,0
4,4,12,4,True,B,4,0
3,3,9,2,False,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
6,7,21,4,False,A,7,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,False,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,3,False,B,3,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,False,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,False,A,1,0
3,3,9,3,True,B,3,0
6,6,18,4,True,B,6,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,False,B,1,0
1,1,4,1,True,B,1,0
3,3,9,2,True,A,3,0
5,5,15,4,True,B,5,0
2,2,6,2,True,B,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,10,2,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
5,5,15,5,False,A,5,0
1,1,3,1,True,A,1,0
5,5,15,4,True,A,5,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
3,3,9,3,False,B,3,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
1,1,3,1,True,A,1,0
4,4,14,3,True,A,2,2
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,False,A,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
4,4,13,3,True,A,4,0
5,6,18,3,True,B,6,0
4,4,12,4,True,A,4,0
4,4,12,3,True,A,4,0
11,11,33,9,True,B,11,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,False,B,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
3,3,9,2,False,B,3,0
4,4,12,4,True,A,4,0
4,4,12,3,True,B,4,0
1,1,3,1,True,B,1,0
5,5,15,3,True,A,5,0
2,2,6,2,True,A,2,0
3,3,10,2,True,A,3,0
2,2,6,2,False,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,B,3,0
9,9,27,5,True,B,9,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,2,True,B,3,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
4,4,12,3,True,A,4,0
2,2,6,2,True,A,2,0
3,3,9,2,False,B,3,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
14,14,42,7,True,A,14,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
6,6,18,5,False,B,6,0
7,7,21,5,True,B,7,0
1,1,3,1,True,B,1,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
10,10,30,7,True,A,10,0
5,5,15,4,True,A,5,0
2,2,6,2,True,A,2,0
7,9,27,4,True,B,9,0
1,1,3,1,True,A,1,0
7,7,21,4,True,B,7,0
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
12,15,45,7,False,B,15,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,2,True,A,3,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
10,10,30,7,True,A,10,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
8,8,24,5,False,A,8,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,4,True,B,4,0
1,1,3,1,True,B,1,0
7,7,21,5,True,A,7,0
1,1,3,1,True,A,1,0
3,3,9,3,False,A,3,0
5,5,15,5,True,B,5,0
4,4,12,3,False,A,4,0
3,3,9,3,False,A,3,0
4,4,13,3,True,B,4,0
6,6,18,5,True,B,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
6,8,24,4,True,B,8,0
2,2,6,2,True,B,2,0
2,2,6,2,False,A,2,0
6,6,18,4,True,B,6,0
3,3,9,2,True,B,3,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
4,4,12,4,True,B,4,0
3,3,9,2,True,B,3,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
11,11,33,9,True,B,11,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
3,3,9,3,True,A,3,0
3,3,9,3,False,B,3,0
2,2,6,2,True,B,2,0
6,6,20,4,True,B,5,1
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
6,6,18,5,True,A,6,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
14,14,42,8,True,A,14,0
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
4,4,12,3,False,B,4,0
2,2,6,2,True,A,2,0
1,1,3,1,False,A,1,0
2,2,6,2,True,B,2,0
5,5,15,4,True,B,5,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
22,22,66,12,True,B,22,0
2,2,6,2,True,A,2,0
5,5,15,5,True,A,5,0
5,5,15,5,False,B,5,0
4,4,12,3,True,B,4,0
2,2,6,2,True,B,2,0
9,9,27,9,False,B,9,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
8,8,24,5,True,A,8,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
6,6,18,5,True,B,6,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
5,5,15,5,True,A,5,0
4,4,12,4,True,B,4,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
5,5,15,3,True,B,5,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
7,7,21,6,True,A,7,0
1,1,3,1,True,B,1,0
9,9,27,6,True,B,9,0
6,6,18,5,True,A,6,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
4,5,15,3,True,B,5,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,2,False,B,3,0
3,3,9,3,True,A,3,0
9,9,27,6,True,B,9,0
1,1,3,1,True,A,1,0
24,24,72,12,True,B,24,0
4,4,12,4,True,B,4,0
4,4,12,3,True,A,4,0
4,4,12,3,False,A,4,0
2,2,6,2,True,B,2,0
10,10,30,7,True,B,10,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
9,9,28,4,True,A,9,0
1,1,3,1,True,B,1,0
15,15,45,8,True,A,15,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
10,10,30,8,True,A,10,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
6,6,18,5,True,B,6,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
8,8,24,6,True,B,8,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
5,5,15,4,True,B,5,0
7,8,24,4,False,A,8,0
1,1,3,1,True,A,1,0
1,1,3,1,False,B,1,0
2,2,6,2,True,A,2,0
11,12,36,6,True,B,12,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
5,5,15,3,True,B,5,0
4,4,12,4,True,A,4,0
2,2,6,2,True,B,2,0
7,7,21,6,False,B,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
5,5,15,4,True,A,5,0
6,6,18,6,True,A,6,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,12,3,True,B,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,False,B,1,0
1,1,3,1,True,B,1,0
14,14,42,9,False,A,14,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,False,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
5,5,15,4,True,A,5,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
28,28,84,16,True,B,28,0
6,6,18,4,True,A,6,0
8,8,24,4,True,B,8,0
4,4,12,4,True,B,4,0
3,3,9,3,True,A,3,0
6,7,21,4,True,A,7,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
9,10,30,5,True,A,10,0
2,2,6,2,True,B,2,0
4,4,12,3,True,B,4,0
3,3,9,3,True,B,3,0
3,3,9,2,True,B,3,0
6,6,18,6,True,B,6,0
4,4,12,4,False,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
4,4,12,3,True,A,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
11,11,33,6,True,B,11,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,B,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
4,4,12,4,True,A,4,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,3,False,B,3,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
8,8,24,5,True,A,8,0
11,11,33,6,False,B,11,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,5,15,3,True,A,5,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
11,11,35,6,False,A,9,2
6,6,18,4,True,A,6,0
6,6,18,4,True,B,6,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
24,24,72,15,False,A,24,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
9,9,30,5,True,A,7,2
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
5,5,15,4,True,A,5,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
3,3,9,3,False,B,3,0
4,4,12,3,False,B,4,0
4,4,12,4,True,B,4,0
8,8,24,5,True,A,8,0
7,7,21,7,True,A,7,0
6,6,18,6,True,A,6,0
3,3,9,2,True,A,3,0
7,7,21,4,True,A,7,0
1,1,3,1,True,A,1,0
4,4,12,4,True,A,4,0
4,4,12,3,False,B,4,0
11,11,33,6,False,B,11,0
11,11,33,7,True,B,11,0
1,1,3,1,True,A,1,0
23,24,73,12,False,A,24,0
10,10,30,5,True,B,10,0
7,7,21,5,True,A,7,0
7,7,21,7,True,B,7,0
22,22,67,14,True,B,22,0
2,2,6,2,True,B,2,0
10,10,30,8,True,B,10,0
8,8,24,5,True,B,8,0
3,3,9,3,True,A,3,0
3,3,9,3,True,B,3,0
25,25,76,12,True,A,25,0
2,2,6,2,True,B,2,0
4,4,12,4,False,B,4,0
5,5,15,5,True,A,5,0
1,1,3,1,True,A,1,0
15,15,45,12,False,B,15,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
7,7,21,6,True,B,7,0
3,3,9,3,True,A,3,0
11,12,36,7,True,A,12,0
4,4,12,3,True,A,4,0
3,3,9,3,False,A,3,0
7,7,21,7,True,B,7,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
10,10,30,6,True,A,10,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,5,15,3,True,A,5,0
4,4,12,4,True,B,4,0
4,4,12,4,False,A,4,0
10,10,30,6,True,A,10,0
2,2,6,2,False,A,2,0
5,5,16,4,True,B,5,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
4,4,12,4,True,A,4,0
2,2,7,2,True,A,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
12,12,36,8,True,A,12,0
3,3,9,2,True,B,3,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
7,7,21,6,True,A,7,0
6,6,18,5,True,B,6,0
8,8,24,4,True,A,8,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
3,3,9,2,True,B,3,0
9,9,27,8,True,B,9,0
5,5,15,4,False,B,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
8,8,24,8,True,B,8,0
5,5,16,4,True,B,5,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
4,4,12,3,False,B,4,0
1,1,3,1,True,A,1,0
5,6,18,3,True,A,6,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
26,26,79,16,True,A,26,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
8,8,24,6,False,A,8,0
10,10,30,6,False,B,10,0
5,5,15,4,True,B,5,0
10,10,31,6,False,B,10,0
3,3,9,3,True,A,3,0
7,7,21,4,False,B,7,0
7,7,21,6,False,A,7,0
7,7,21,5,True,A,7,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,False,B,1,0
1,1,3,1,True,B,1,0
11,11,33,7,False,A,11,0
5,5,15,4,True,B,5,0
35,35,106,13,False,B,35,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
15,16,49,10,True,A,16,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
5,5,15,5,True,A,5,0
9,9,27,7,True,B,9,0
12,12,39,7,False,A,6,6
